model,clip,ground_truth,hypothesis,wer,latency_s
base.en,6345-93306-0012,her little foot tapped the gravel impatiently,Her little foot tapped the gravel impatiently.,0.0000,0.0445
base.en,251-136532-0002,that took the center of interest away from archaeology and started a new burst of activity,That took the center of interest away from archaeology and started a new burst of activity.,0.0000,0.1362
base.en,2803-154320-0010,we would fight to the death of course but after that,"We would fight to the death of course, but after that",0.0000,0.0507
base.en,3170-137482-0016,two days afterwards our nocturnal orgy began to be talked of,"Two days afterwards, our nocturnal orgy began to be talked of. // // // // // // // // // // // // // // // // // // // // // // // //",0.0000,0.3607
base.en,2078-142845-0024,seventeen twenty four,1724,1.0000,0.0397
base.en,174-168635-0012,he had paid her six months in advance and had commissioned the old woman to furnish the chamber and dressing room as we have seen,He had paid her six months in advance and had commissioned the old woman to furnish the chamber and dressing room as we have seen.,0.0000,0.1272
base.en,3752-4944-0008,so he's a friend of yours eh,"So he's a friend of yours, any?",0.1429,0.0666
base.en,8297-275155-0001,the new number of a popular weekly journal had that day been published randal bought it,The new number of a popular weekly journal had that day been published. Randall bought it.,0.0625,0.0918
base.en,2086-149220-0045,fewer words than before but with the same mysterious music in them,"Fewer words than before, but with the same mysterious music in them.",0.0000,0.1195
base.en,251-136532-0020,bring it to the public attention dramatize it,"Bring it to the public attention, dramatize it.",0.0000,0.0476
base.en,2086-149220-0029,i can assure you that this is a modern face and one which you will very probably meet,I can assure you that this is a modern face and one which you will very probably meet.,0.0000,0.0603
base.en,2412-153954-0003,the vine grew outside many of the houses and there were some with sign boards on which was painted a bottle and a glass that made me feel much at home,The vine grew outside many of the houses and there were some with sign boards on which was painted a bottle and a glass that made me feel much at home.,0.0000,0.1365
base.en,777-126732-0066,there was no young man of his age in london more willing and docile than stephen she affirmed none more affectionate and ready to please and even useful as long as people did not upset his poor head,"There was no young man of his age in London more willing and docile than Stephen, she affirmed. None more affectionate and ready to please, and even useful, as long as people did not upset his poor head. .",0.0000,1.7670
base.en,3081-166546-0075,yes many times,"Yes, many times.",0.0000,0.0356
base.en,5895-34629-0030,one evening ursus was in the side scene which was the kitchen door of the green box seeing master nicless standing by him showed him this man in the crowd and asked him,"One evening, Ursus was in the side scene, which was the kitchen door of the green box. Seeing Master Nicholas standing by him showed him this man in the crowd and asked him.",0.0303,0.1047
base.en,1462-170145-0002,he rose and crossed the room quickly,He rose and crossed the room quickly.,0.0000,0.0559
base.en,5694-64029-0001,the federal army was concentrating at nashville there was no rest for the weary,The Federal Army was concentrating at Nashville. There was no rest for the weary.,0.0000,0.0975
base.en,84-121123-0007,what do you mean sir,"What do you mean, sir?",0.0000,0.0529
base.en,2078-142845-0026,to make dry toast,to make dry toast.,0.0000,0.0351
base.en,2412-153954-0011,i expressed by signs my admiration and pleasure to my guides and they were greatly pleased,"I expressed by signs my admiration and pleasure to my guides, and they were greatly pleased.",0.0000,0.0623
base.en,1993-147149-0011,then the mother lifted up her voice and wept,Then the mother lifted up her voice and wept.,0.0000,0.0733
base.en,1919-142785-0016,illustration the lemon,illustration the lemon,0.0000,0.0320
base.en,7976-110523-0018,see i could even get in myself,"See, I could even get in myself.",0.0000,0.0428
base.en,8297-275155-0028,not at the hotel just now,"Not at the hotel, just now.",0.0000,0.0412
base.en,3081-166546-0006,the boys look wide awake enough if the father does not,The boys look quite awake enough if the father does not.,0.0909,0.0479
base.en,422-122949-0006,here is the seat of the origin of the famous antithesis good and evil power and dangerousness are assumed to reside in the evil a certain dreadfulness subtlety and strength which do not admit of being despised,"Here is the seat of the origin of the famous antithesis, good and evil. Power and dangerousness are assumed to reside in the evil, a certain dreadfulness, subtlety and strength which do not admit of being despised.",0.0000,0.1580
base.en,2412-153947-0000,preface to second edition,Preface to the second edition.,0.2500,0.0608
base.en,2428-83705-0035,and what inquired missus macpherson has mary ann given you her love,And what inquired Mrs. McPherson has Mary Ann given you? Her love.,0.1667,0.1136
base.en,84-121123-0003,and the cry issued from his pores if we may thus speak a cry frightful in its silence,and the cry issued from his pours if we may thus speak a cry frightful in its silence.,0.0556,0.0645
base.en,2277-149896-0021,what would she do about that the confounded wretch,What would she do about that? The confounded wretch?,0.0000,0.0497
base.en,5536-43359-0008,when she fell the whole race fell with her,"When she fell, the whole race fell with her.",0.0000,0.0456
base.en,2277-149874-0001,to carrie the sound of the little bells upon the horse cars as they tinkled in and out of hearing was as pleasing as it was novel,"To carry, the sound of the little bells upon the horse cars as they tingled in and out of hearing was as pleasing as it was novel.",0.0741,0.1534
base.en,3081-166546-0070,i'll wait here till you're ready explain yourself to the lady tell her i'm an old and rheumatic invalid who has been used to asking his own questions,I'll wait here till you're ready. Explain yourself to the lady. Tell her I'm an old and romantic invalid who has been used to asking his own questions.,0.0357,0.1415
base.en,8842-304647-0007,most wonderful,Most wonderful.,0.0000,0.0332
base.en,3536-8226-0002,at last he sent word to say that he himself would be in england before the end of march and would see that the majesty of the law should be vindicated in his favour,"At last he sent word to say that he himself would be in England before the end of March, and would see that the majesty of the law should be vindicated in his favor.",0.0294,0.1378
base.en,5694-64025-0002,i do not pretend to tell of what command distinguished itself of heroes of blood and wounds of shrieks and groans of brilliant charges of cannon captured et cetera,"I do not pretend to tell of what command distinguished itself of heroes, of blood and wounds, of shrieks and groans, of brilliant charges, of cannon captured, etc.",0.0690,0.1237
base.en,174-50561-0010,but i did once have the luck to hear and see the lady played in entirety the children had been granted leave to play just one more game before bed time and of course they chose the longest and played it without missing a syllable,But I did once have the luck to hear and see the lady played an entirety. The children had been granted leave to play just one more game before bedtime. And of course they chose the longest and played it without missing a syllable.,0.0667,0.2766
base.en,6241-61946-0000,i began to enjoy the exhilarating delight of traveling a life of desire gratification and liberty,"I began to enjoy the exhilarating delight of traveling, a life of desire, gratification, and liberty. //",0.0000,0.1223
base.en,3536-8226-0001,and now it had come to pass that his sole remaining ally mister samuel bozzle the ex policeman was becoming weary of his service,"And now it had come to pass that his sole remaining ally, Mr. Samuel Basel, the ex-policeman, was becoming weary of his service.",0.1667,0.1393
base.en,6295-64301-0024,he that loveth not his brother whom he hath seen how shall he love god whom he hath not seen,"He that loveeth not his brother, whom he hath seen. How shall he love God whom he hath not seen?",0.0500,0.1276
base.en,1988-148538-0000,in aristocratic communities the people readily give themselves up to bursts of tumultuous and boisterous gayety which shake off at once the recollection of their privations the natives of democracies are not fond of being thus violently broken in upon and they never lose sight of their own selves without regret,"In aristocratic communities, the people readily give themselves up to bursts of tumultuous and boisterous gaiety, which shake off at once the recollection of their privations. The natives of democracies are not fond of being thus violently broken in upon, and they never lose sight of their own selves without regret.",0.0196,0.2350
base.en,5895-34629-0033,at that hour there was no one in the fair ground except perhaps some reeling drunkard making staggering shadows in dark corners,"At that hour there was no one in the fairground except perhaps some reeling drunkard, making staggering shadows and dark corners.",0.1364,0.1113
base.en,3170-137482-0027,the physician who attended him was named terro he thought by some peculiar train of reasoning that he could cure him by applying a mercurial ointment to the chest to which no one raised any objection,"The physician who attended him was named Tarot. He thought, by some peculiar train of reasoning, that he could cure him by applying a mercurial ointment to the chest, to which no one raised any objection.",0.0278,0.1582
base.en,251-118436-0023,send my soul clean to asura,Send my soul clean to Ashura.,0.1667,0.0403
base.en,251-136532-0011,now it was burned away at both sides and lay still hot along the edges on the floor of the big office room in front,"Now it was burned away at both sides and lay, still hot along the edges, on the floor of the big office room in front.",0.0000,0.0859
base.en,1272-141231-0005,a minute is not a very large measure of time and his body needed every fraction of it,A minute is not a very large measure of time and his body needed every fraction of it.,0.0000,0.0605
base.en,1988-147956-0011,her skin was brown too and in her cheeks she had a glow of rich dark color,"Her skin was brown too, and in her cheeks she had a glow of rich dark color.",0.0000,0.0676
base.en,777-126732-0014,don't you think that if i had not been the optimist i am i could not have found in fifteen years some means to cut my throat,"Don't you think that, if I had not been the optimist I am, I could not have found in fifteen years some means to cut my throat?",0.0000,0.1214
base.en,3752-4944-0011,the devil he is i heard something about it too,"The devil he is, I heard something about it too.",0.0000,0.0486
base.en,2902-9008-0013,not that such a creature as that disturbs me no created thing i hope can move my equanimity but if i could stoop to hate i should hate her hate her,"Not that such a creature as that disturbs me. No created thing I hope can move my equanimity. But if I could stoop to hate, I should hate her. Hate her.",0.0000,0.1518
base.en,7976-105575-0025,indeed we of the rank and file had little confidence in grant in those days,"Indeed, we of the rank and file had little confidence in grant in those days.",0.0000,0.1203
base.en,2428-83705-0038,as it is unless i am mistaken some of the rending will be on our side and they know it,"As it is, unless I am mistaken, some of the rending will be on our side and they know it.",0.0000,0.0757
base.en,6313-76958-0021,keep a going and if you're lucky you'll run plumb into them was the jeering answer as the sleepy cowmen spurred their ponies on toward camp muttering their disapproval of taking along a bunch of boys on a cattle drive,Keep it going and if your luck-eagle run plumb into them was the jeering answers the sleepy cowmen spurred their ponies on toward camp Muttering their disapproval of taking along a bunch of boys on the cattle drive,0.1750,0.3046
base.en,7976-105575-0004,not balaklava nor the alma saw such fighting it was a duel to the death,Not Balaklava nor the Alma saw such fighting. It was the duel to the death.,0.0667,0.0630
base.en,2277-149874-0007,the floors were covered with matting and the hall laid with a thin rag carpet,The floors were covered with matting and the hall laid with a thin rag carpet.,0.0000,0.0574
base.en,2428-83699-0005,there was nothing said about the sort of accommodation which would be provided nothing about the kind of establishment which was maintained or the table which was kept,"There was nothing set about the sort of accommodation which would be provided, nothing about the kind of establishment which was maintained, or the table which was kept.",0.0357,0.1076
base.en,1462-170142-0031,she listened intently but she heard nothing but the creaking of his chair,"She listened intently, but she heard nothing but the creaking of his chair. //",0.0000,0.0641
base.en,3752-4944-0017,there's no fear of him said burgess cheerily if he grows uproarious we'll soon give him a touch of the cat,"There's no fear of him,"" said Burgess cheerily. If he grows uproarious, we'll soon give him a touch of the cat.",0.0000,0.1452
base.en,174-84280-0014,what alternative was there for her,What alternative was there for her?,0.0000,0.0391
base.en,2086-149220-0046,pray go to bed for i am sure you must need rest,Pray go to bed for I am sure you must need rest,0.0000,0.0502
base.en,3170-137482-0036,if the question was so obscure that i could not make out the sense of it it was natural that i should not understand the answer,"If the question was so obscure that I could not make out the sense of it, it was natural that I should not understand the answer.",0.0000,0.0830
base.en,3536-8226-0028,he's up in town sir a minding of his parliamentary duties,"He's up in town, sir, a minding of his parliamentary duties.",0.0000,0.0566
base.en,3752-4944-0064,it was as though he had reached the crisis of a disease which had been for days gathering force,"It was as though he had reached the crisis of a disease, which had been for days gathering force.",0.0000,0.0838
base.en,174-84280-0002,it is the expression of life under cruder and more rigid conditions than ours lived by people who loved and hated more naively aged sooner and died younger than we do,"It is the expression of life under cruder and more rigid conditions than ours, lived by people who loved and hated more naively, aged sooner and died younger than we do.",0.0000,0.1785
base.en,6313-66129-0000,he no doubt would bring food of some kind with him,He no doubt would bring food of some kind with him.,0.0000,0.0486
base.en,5694-64029-0021,oakley color bearer of the fourth tennessee regiment ran right up in the midst of the yankee line with his colors begging his men to follow,"Oakley, color bearer of the 4th Tennessee Regiment, ran right up in the midst of the Acculon with his colors, begging his men to follow.",0.1154,0.1118
base.en,5536-43359-0016,love between man and woman is founded on the mating instinct and is not free from desire and self seeking,Love between man and woman is founded on the mating instinct and is not free from desire and self-seeking.,0.1000,0.0675
base.en,6313-66129-0025,grasping the pommel with the left hand he appeared to dive head first toward the ground,"grasping the pommel with the left hand, it appeared to drive head first toward the ground.",0.1250,0.0624
base.en,6313-66125-0024,mebby you think he's having some sort of a picnic down there eh glared lige,"Maybe you think he's having some sort of a picnic down there, eh? Lared lies.",0.2000,0.0686
base.en,1988-24833-0002,she doesn't pick them up but just having them in the room sure doesn't give her asthma,"She doesn't pick them up, but just having them in the room sure doesn't give her asthma.",0.0000,0.0650
base.en,3536-23268-0009,miss milner you shall not leave the house this evening sir,"Miss Milner, you shall not leave the house this evening. Sir!",0.0000,0.1304
base.en,2428-83699-0023,i did not ask i was beyond it,I did not ask. I was beyond it.,0.0000,0.0451
base.en,7850-111771-0004,indeed if ever a general deserved honor grant had won it he had opened the mississippi to navigation and had captured nearly one hundred thousand prisoners and arms,"Indeed, if ever a general deserved honor, Grant had won it. He had opened the Mississippi to navigation and had captured nearly 100,000 prisoners and arms.",0.1071,0.2057
base.en,1462-170145-0009,oh bartley did you write to me,"Oh, Bartley, did you write to me?",0.0000,0.0460
base.en,2035-147961-0035,they worked in chicago des moines fort wayne but they were always unfortunate,"They worked in Chicago, Des Moines, Fort Wayne, but they were always unfortunate.",0.0000,0.0913
base.en,3853-163249-0022,you will let me do it and in return i will marry you whenever you ask me answered christie sealing the promise with a kiss that silenced him,"You will let me do it, and in return I will marry you whenever you ask me answered Christy, sealing the promise with a kiss that silenced him.",0.0357,0.0947
base.en,8842-302203-0001,and so strong was my phantasy that i wept again in very truth and said with my true voice o excellent soul how blessed is he that now looketh upon thee,"And so strong was my fantasy that I wept again and very truth, and said with my true voice, Oh excellent soul, how blessed is he that now looketh upon thee.",0.0968,0.1260
base.en,6295-244435-0033,it was afternoon when he reached the little station of winton and left the train a tall sturdy boy the superior of many a man in size strength and agility,"It was afternoon when he reached the little station of Wynton, and left the train a tall, sturdy boy, the superior of many a man in size, strength, and agility.",0.0333,0.1096
base.en,1272-128104-0004,linnell's pictures are a sort of up guards and at em paintings and mason's exquisite idylls are as national as a jingo poem mister birket foster's landscapes smile at one much in the same way that mister carker used to flash his teeth and mister john collier gives his sitter a cheerful slap on the back before he says like a shampooer in a turkish bath next man,"Lynille's pictures are sort of up guards and atom paintings, and Masons exquisite idols are as national as a jingo poem. Mr. Burkett Foster's landscapes smile at one much in the same way that Mr. Carker used to flash his teeth. And Mr. John Collier gives his sitter a cheerful slap on the back before he says like a shampoo and a Turkish bath. Next man.",0.1765,0.2765
base.en,1462-170142-0008,when did you come bartley and how did it happen you haven't spoken a word,"When did you come, Bartley, and how did it happen? You haven't spoken a word.",0.0000,0.0685
base.en,251-118436-0009,the slant of the moon presaged evil for the king of vendhya the stars are in turmoil the serpent in the house of the elephant,The slant of the moon presaged evil for the king of Vendia. The stars are in turmoil. The serpent in the house of the elephant.,0.0400,0.0963
base.en,3853-163249-0040,now let's be brave and enjoy every minute of it,Now let's be brave and enjoy every minute of it.,0.0000,0.0982
base.en,2803-154328-0023,my child my child murmured lady helena the savages did not kill you,"My child, my child, murmured Lady Helena. The savages did not kill you.",0.0000,0.0661
base.en,1673-143396-0006,nor could it seem strange or incredible that the first of these aeons the logos or word of god of the same substance with the father should descend upon earth to deliver the human race from vice and error and to conduct them in the paths of life and immortality,"Nor could it seem strange or incredible that the first of these eons, the Logos, or Word of God, of the same substance with the Father should descend upon Earth to deliver the human race from vice and error, and to conduct them in the paths of life and immortality.",0.0200,0.2254
base.en,3853-163249-0036,his wife fed him with the fat of the land regardless of consequences his children revolved about him with tireless curiosity and wonder his neighbors flocked in to applaud advise and admire every one treated him with a respect most grateful to his feelings he was an object of interest and with every hour his importance increased so that by night he felt like a commander in chief and bore himself accordingly,"His wife said him with the fat of the land, regardless of consequences. His children revolved about him with tireless curiosity and wonder. His neighbors flocked into a plot, advised and admire. Everyone treated him with respect most grateful to his feelings. He was an object of interest, and with every hour his importance increased, so that by night he felt like a commander-in-chief and bore himself accordingly.",0.1528,0.3475
base.en,84-121550-0017,three maidens at the right wheel in a circle came onward dancing one so very red that in the fire she hardly had been noted,"Three maidens at the right wheel in a circle came onward dancing, one so very red that in the fire she hardly had been noted.",0.0000,0.0913
base.en,2803-154320-0011,think of lady glenarvan think of mary grant,Think of Lady Cola Narvin. Think of Mary Grant.,0.2500,0.0502
base.en,2803-154328-0010,at last the major said my friends keep that to the last moment,"At last, the major said, my friends keep that to the last moment.",0.0000,0.0565
base.en,3081-166546-0062,yes mister slater the assistant manager who was in the lobby at the time says that ten minutes at least must have elapsed,"Yes, Mr. Slater, the assistant manager who was in the lobby at the time, says that ten minutes at least must have elapsed.",0.0435,0.0889
base.en,6313-76958-0024,who is the wrangler this morning asked the foreman glancing about at his men,"Who is the Wrangler this morning?"" asked the foreman, glancing about at his men.",0.0000,0.0640
base.en,3536-23268-0004,i hope miss milner you pass this evening at home,"I hope, Miss Milner, you passed this evening at home.",0.1000,0.0613
base.en,652-130726-0032,the specialty of the hof brau is abalone's and they have as a feature this shell fish cooked in several ways,"The specialty of the Hofbau is abalone's, and they have as a feature this shellfish cooked in several ways.",0.1905,0.1182
base.en,6313-66125-0007,i am the one to go after walt if anyone has to i'll go down mister thomas,I am the one to go after Walt if anyone has to. I'll go down Mr. Thomas.,0.0588,0.1299
base.en,1462-170142-0023,i have thought about it until i am worn out,I have thought about it until I am worn out.,0.0000,0.0468
base.en,2035-147960-0011,we decided that antonia should ride dude home and i would walk,We decided that Antonya should ride dude home and I would walk.,0.0833,0.0538
base.en,8297-275156-0008,be the results however what they might randal could see but one plain course before him now,"Be the results, however, what they might. Randall could see but one plain course before him now.",0.0588,0.0713
base.en,2277-149897-0013,for relief he arose and joined in conversation with a few friends who were drinking,"For relief, he arose and joined in the conversation with a few friends who were drinking.",0.0667,0.0973
base.en,1462-170142-0007,i never dreamed it would be you bartley,"I never dreamed it would be you, Bartley.",0.0000,0.0464
base.en,2086-149220-0014,he held a hoe in his hand and while phoebe was gone in quest of the crumbs had begun to busy himself with drawing up fresh earth about the roots of the tomatoes,"He held a hoe in his hand, and while Phoebe was gone in quest of the crumbs, had begun to busy himself with drawing up fresh earth about the roots of the tomatoes.",0.0000,0.1065
base.en,1919-142785-0014,place the jug in a saucepan of boiling water keep stirring well until it thickens but do not allow it to boil or it will curdle,"Place the jug in a saucepan of boiling water. Keep stirring well until it thickens, but do not allow it to boil or it will curdle.",0.0000,0.0893
base.en,2277-149874-0008,then she walked and sang to it until hanson disturbed in his reading came and took it,Then she walked and sang to it until Hansen disturbed in his reading came and took it.,0.0588,0.1002
base.en,2428-83699-0039,i tolled the bell again,I told the bell again.,0.2000,0.0374
base.en,2412-153948-0006,i was to see the sheep not necessarily close at hand nor to get them in a single mob but to see enough of them here and there to feel easy that nothing had gone wrong this was no difficult matter for there were not above eight hundred of them and being all breeding ewes they were pretty quiet,"I was to see the sheep not necessarily close at hand, or to get them in a single mob, but to see enough of them here and there to feel easy that nothing had gone wrong. This was no difficult matter, for there were not above 800 of them, and being all breeding they were pretty quiet.",0.0678,0.2736
base.en,251-118436-0012,but at the urgent entreaty of the princess of khosala who loved bhunda chand vainly he gave her a lock of his long black hair as a token of remembrance,"But, at the urgent entreaty of the princes of Kosala, who loved Bunda Chand Vaini, he gave her a lock of his long black hair as a token of remembrance.",0.1333,0.1083
base.en,1462-170142-0029,yes hilda i know that he said simply,"Yes, Hilda, I know that,"" he said simply.",0.0000,0.0500
base.en,1993-147149-0020,mary i almost loathe myself when i feel i would not give up this minute when my brothers lie dead and father and mother are in such trouble for all my life that's past and gone and mary as she tried to release her hand you know what makes me feel so blessed,"Mary, I almost loathe myself when I feel I would not give up this minute when my brother's lie dead and father and mother are in such trouble for all my life that's past and gone and Mary as she tried to release her hand. You know what makes me feel so blessed.",0.0189,0.2014
base.en,1919-142785-0007,mode choose the greenest cucumbers and those that are most free from seeds put them in strong salt and water with a cabbage leaf to keep them down tie a paper over them and put them in a warm place till they are yellow then wash them and set them over the fire in fresh water with a very little salt and another cabbage leaf over them cover very closely but take care they do not boil,mode. Choose the greenest cucumbers and those that are most free from seeds. Put them in strong salt and water with a cabbage leaf to keep them down. Tie a paper over them and put them in a warm place till they are yellow. Then wash them and set them over the fire in fresh water with a very little salt and another cabbage leaf over them. Cover very closely but take care they do not boil. . . . . . .,0.0000,2.2396
base.en,84-121550-0028,ye keep your watch in the eternal day so that nor night nor sleep can steal from you one step the ages make upon their path,You keep your watch in the eternal day so that nor night nor sleep can steal from you one step the ages make upon their path,0.0385,0.0902
base.en,7976-110124-0001,every year at a certain day of a certain month he went away to a distant city to collect money on an account,"Every year, at a certain day of a certain month, he went away to a distant city to collect money on an account.",0.0000,0.1759
base.en,1462-170142-0036,you ask me to stay away from you because you want me,You ask me to stay away from you because you want me?,0.0000,0.0528
base.en,8297-275154-0004,he is staying at this hotel to try the air of sydenham and he finds that it agrees with him,He is staying at this hotel to try the air of Sidonam and he finds that it agrees with him.,0.0500,0.1315
base.en,6313-66125-0011,be sure to fasten him securely to the loop before you give the signal to haul up warned the guide,Be sure to fasten him securely to the loop before you get the signal to haul up. Worn the guide.,0.1000,0.1364
base.en,174-84280-0000,how we must simplify,How we must simplify.,0.0000,0.0478
base.en,6319-275224-0009,indeed not a flower escaped his mischievous suggestions,"Indeed, not a flower escaped his mischievous suggestions. .",0.0000,2.2986
base.en,3081-166546-0049,but i'm in no position to make promises,But I am in no position to make promises.,0.2500,0.0530
base.en,2277-149896-0004,how would the papers talk about it,How would the papers talk about it?,0.0000,0.0488
base.en,7976-105575-0002,our brigade was fearfully outnumbered,Our brigade was fearfully outnumbered.,0.0000,0.0457
base.en,5338-24640-0003,mister morton seemed particularly struck with the account of waverley's visit to donald bean lean,Mr. Morton seemed particularly struck with the account of way-release visit to Donald Bean Lean.,0.1333,0.0676
base.en,1272-135031-0017,however if we look sharp we may be able to discover one of these secret ways,"However, if we look sharp, we may be able to discover one of these secret ways.",0.0000,0.0622
base.en,2086-149220-0011,the distinguishing mark of the hens was a crest of lamentably scanty growth in these latter days but so oddly and wickedly analogous to hepzibah's turban that phoebe to the poignant distress of her conscience but inevitably was led to fancy a general resemblance betwixt these forlorn bipeds and her respectable relative,"The distinguishing mark of the Hens was the crest of lamentably scanty growth in these latter days, but so oddly and wickedly analogous to Hepsoba's turban that Phoebe, to the poignant distress of her conscience but inevitably, was led to fancy a general resemblance betwixt these forlorn bipeds and her respectable relative.",0.0385,0.2076
base.en,3081-166546-0015,i am looking at him now,I am looking at him now.,0.0000,0.0570
base.en,6319-64726-0001,one of the young fairies overhearing her and fancying she might work some mischief to the little baby went and hid herself behind the hangings in the hall so as to be able to have the last word and undo any harm the old fairy might wish to work,"One of the young fairies overhearing her, and Van seeing she might work some mischief to the little baby, went and hid herself behind the hangings in the hall, so as to be able to have the last word and undo any harm the old fairy might wish to work.",0.0408,0.2792
base.en,5536-43358-0010,it was not then wholly from ignorance or improvidence that he failed to establish permanent towns and to develop a material civilization,"It was not then, wholly from ignorance or improvidence, that he failed to establish permanent towns and to develop a material civilization.",0.0000,0.1607
base.en,5694-64029-0020,we were not twenty yards off from the yankees and they were pouring the hot shot and shells right into our ranks and every man was yelling at the top of his voice cease firing you are firing on your own men cease firing you are firing on your own men,We were not twenty yards off from the Yankees and they were pouring the hot shot and shells right into our ranks and every man was yelling at the top of his voice Sees firing you are firing on your own men. Sees firing you are firing on your own men,0.0392,0.2260
base.en,5694-64025-0019,i frequently thought it would be pleasant to split the difference with that mule and i would gladly have done so if i could have gotten one half of his no,"I frequently thought it would be pleasant to split the difference with that mule, and I would gladly have done so if I could have gotten one half of his no.",0.0000,0.1465
base.en,2078-142845-0011,it will grow on poor soils and is extremely productive,It will grow on poor soils and is extremely productive.,0.0000,0.0491
base.en,3752-4944-0020,the reverend meekin eyed his clerical brother with horror the reverend meekin was not accustomed to clergymen who wore black neckties smoked clay pipes chewed tobacco and drank neat brandy out of tumblers,"The Reverend Meakin eyed his clerical brother with horror. The Reverend Meakin was not accustomed to clergymen who wore black neckties, smoked clay pipes, chewed tobacco and drank neat brandy out of tumblers.",0.0606,0.2161
base.en,3576-138058-0034,what led me into it was a certain thirst for vengeance which is strong enough to disturb the quietest hearts,"What led me into it was a certain thirst for vengeance, which is strong enough to disturb the quietest hearts.",0.0000,0.1071
base.en,5338-24615-0004,yet the physiognomy of the people when more closely examined was far from exhibiting the indifference of stupidity their features were rough but remarkably intelligent grave but the very reverse of stupid and from among the young women an artist might have chosen more than one model whose features and form resembled those of minerva,"Yet the physiognomy of the people, when more closely examined, was far from exhibiting the indifference of stupidity. Their features were rough, but remarkably intelligent. Grave. But the very reverse of stupid. And from among the young women, an artist might have chosen more than one model whose features and form resembled those of Minerva.",0.0000,0.2557
base.en,2803-154328-0022,round his body was rolled a long coil of flax rope,Round his body was rolled along coil of flax rope.,0.1818,0.0800
base.en,2277-149874-0021,these vast buildings what were they,"These vast buildings, what were they?",0.0000,0.0429
base.en,6313-66129-0012,this announcement filled the boys with excitement,This announcement filled the boys with excitement!,0.0000,0.0428
base.en,3081-166546-0026,he was late of course but when he did appear i almost forgot our usual greeting in my hurry to ask him if he had seen the evening papers,"He was late, of course, but when he did appear, I almost forgot our usual greeting in my hurry to ask him if he had seen the evening papers.",0.0000,0.1512
base.en,3081-166546-0041,what do you make of it gryce,"What do you make of it, Grace?",0.1429,0.0449
base.en,174-168635-0009,to meet was to find each other,Two meat was to find each other.,0.2857,0.0431
base.en,2428-83705-0036,someone sniggered,Someone sniggered.,0.0000,0.0360
base.en,1272-141231-0013,the twenties,The 20s...,0.5000,0.0404
base.en,3752-4944-0014,a great rascal put in north,A great rascal put in north.,0.0000,0.0430
base.en,2803-154328-0012,on that side descent was impossible and had it been possible the bottom was shut in by the enormous rock,"On that side, descent was impossible. And had it been possible, bottom was shut in by the enormous rock.",0.0500,0.0979
base.en,2277-149897-0001,he could hardly realise how it had all come about,He could hardly realize how it'd all come about.,0.3000,0.0489
base.en,174-168635-0002,his sister and his sister's children had left him only a vague and far off memory which had finally almost completely vanished he had made every effort to find them and not having been able to find them he had forgotten them,"His sister and his sister's children had left him only a vague and far-off memory, which had finally almost completely vanished. He had made every effort to find them, and not having been able to find them, he had forgotten them.",0.0476,0.1932
base.en,2035-147961-0014,from our bench we could see what a hollow case his body was,From our bench we could see what a hollow case his body was.,0.0000,0.0547
base.en,3536-8226-0027,and all work had ceased with him,And all work had ceased with him.,0.0000,0.0450
base.en,5338-24615-0008,it had been built at a period when castles were no longer necessary and when the scottish architects had not yet acquired the art of designing a domestic residence,It had been built at a period when castles were no longer necessary and when the Scottish architects had not yet acquired the art of designing a domestic residence.,0.0000,0.1867
base.en,5694-64038-0021,you see jim knowed the law,"You see, Jim knowed the law.",0.0000,0.0448
base.en,7976-110124-0023,the cries and curses of the robbers filled the air,The cries and curses of the robbers filled the air.,0.0000,0.0485
base.en,84-121123-0013,asked morrel yes,as well. Yes.,0.6667,0.0493
base.en,6313-66129-0030,what's that for demanded ned wonderingly,"What's that for, demanded Ned, wonderingly?",0.0000,0.0487
base.en,3536-8226-0029,i've watched as sharp as watching can go pretty near,I've watched as sharp as watching can go pretty near.,0.0000,0.0498
base.en,6295-64301-0029,in the act of recovering himself he heard the neck of his instrument part from the body with a tearing discordant cry like the sound of the ruin of a living world,"In the act of recovering himself, he heard the neck of his instrument part from the body with a tearing, discordant cry like the sound of the ruin of a living world.",0.0000,0.1510
base.en,2035-152373-0013,while the liberated exiles rejoiced on the plain of meath the tent of the abbot of iona was pitched on the rath of tara a fact which would seem to indicate that already in little more than a century since the interdict had fallen on it the edifices which made so fine a show in the days of patrick were ruined and uninhabitable,"While the liberated exiles rejoiced on the plain of Mieff, the tent of the abbot of Iona was pitched on the wrath of Tara. A fact, which would seem to indicate that already, in little more than a century since the interdict had fallen on it, the edifices which made so fine a show in the days of Patrick were ruined and uninhabitable.",0.0317,0.3731
base.en,2277-149896-0005,many little wrinkles gathered between his eyes as he contemplated this and his brow moistened,Many little wrinkles gathered between his eyes as he contemplated this and his brow moistened.,0.0000,0.0616
base.en,6241-61943-0001,but in the cause of science men are expected to suffer,"But in the cause of science, men are expected to suffer.",0.0000,0.0529
base.en,7850-73752-0014,and now all had ended so happily,And now all had ended so happily.,0.0000,0.0425
base.en,2277-149897-0028,he would explain to her just where he stood and how much he needed her,He would explain to her just where he stood and how much he needed her.,0.0000,0.0582
base.en,6319-64726-0013,he passed through one apartment after another where were ladies and gentlemen asleep in their chairs or standing,"He passed through one apartment after another, where were ladies and gentlemen asleep in their chairs or standing?",0.0000,0.0678
